cierre_id,instalacion_id,rut,fecha_cierre,fecha_reapertura
774,44,12412672-k,2019-04-29 16:34:27,2019-05-13 21:39:42
775,141,10959343-5,2019-05-19 07:22:15,2019-05-27 15:02:13
776,42,96251410-3,2019-05-26 22:50:20,2019-06-06 04:08:07
777,89,20694588-5,2019-05-31 12:59:19,2019-06-11 05:11:22
778,197,84095044-1,2019-06-04 18:54:45,2019-06-08 23:21:25
779,198,47329036-7,2019-06-04 22:17:48,2019-06-10 10:05:54
780,125,84911278-3,2019-06-11 00:35:34,2019-06-15 06:54:53
781,193,50453382-4,2019-06-13 07:14:11,2019-06-22 09:12:59
782,109,75766984-6,2019-06-13 18:41:26,2019-06-24 20:24:44
783,138,45125749-8,2019-06-28 22:46:41,2019-07-11 09:25:00
784,37,34349789-k,2019-07-02 20:22:26,2019-07-08 07:44:51
785,131,30991735-9,2019-07-06 20:57:18,2019-07-18 03:41:39
786,59,75910499-4,2019-07-30 10:13:01,2019-08-09 12:49:02
787,156,83123905-0,2019-08-13 14:58:41,2019-08-19 21:34:21
788,197,64221026-2,2019-08-16 13:21:07,2019-08-24 03:56:33
789,129,69251591-9,2019-08-16 16:50:11,2019-08-22 02:30:31
790,127,14343597-0,2019-08-25 00:08:17,2019-09-04 14:36:56
791,21,35340502-0,2019-08-28 11:12:00,2019-09-06 03:39:40
792,91,74415365-4,2019-08-29 00:03:15,2019-09-10 15:26:21
793,208,51242629-8,2019-08-30 23:45:45,2019-09-11 02:53:48
794,98,16670974-1,2019-09-01 15:59:46,2019-09-05 04:16:36
795,110,36918308-7,2019-09-08 12:19:56,2019-09-11 22:02:54
796,186,53234460-3,2019-09-15 19:38:33,2019-09-29 04:35:45
797,25,42226798-0,2019-10-01 16:08:08,2019-10-14 08:44:54
798,106,53211068-8,2019-10-10 16:51:31,2019-10-14 07:18:40
799,116,99347364-2,2019-10-15 02:48:16,2019-10-27 05:28:12
800,179,14811794-2,2019-11-09 10:35:22,2019-11-16 14:45:12
801,161,83029887-8,2019-11-10 06:26:28,2019-11-14 20:40:34
802,10,49326776-0,2019-11-13 17:12:01,2019-11-18 07:10:29
803,87,64063874-5,2019-11-13 21:46:44,2019-11-26 22:15:47
804,64,48176712-1,2019-11-14 08:14:45,2019-11-23 00:10:20
805,40,77210598-3,2019-11-22 00:56:09,2019-11-27 10:56:54
806,112,93285177-6,2019-11-23 04:38:33,2019-11-28 14:52:03
807,141,22240154-2,2019-12-07 16:40:59,2019-12-19 02:38:24
808,33,13068977-9,2019-12-09 12:58:40,2019-12-20 22:22:29
809,122,25844754-9,2019-12-09 12:58:40,2019-12-20 22:22:29
810,162,48998776-7,2019-12-13 20:54:53,2019-12-19 01:24:50
811,59,75910499-4,2019-12-17 23:16:28,2019-12-21 03:58:06
812,143,61863167-2,2019-12-22 20:25:56,2019-12-27 22:09:31
813,202,91346186-k,2019-12-27 05:19:38,2020-01-09 08:35:14
814,192,91085975-7,2020-01-02 03:18:44,2020-01-16 10:04:02
815,28,83118985-1,2020-01-06 16:47:39,2020-01-21 08:34:59
816,174,41091494-8,2020-01-09 21:48:14,2020-01-24 00:42:51
817,46,67629255-1,2020-01-11 04:41:41,2020-01-17 15:41:58
818,81,90739234-1,2020-01-12 03:13:45,2020-01-26 07:30:56
819,80,50319391-4,2020-01-13 23:13:32,2020-01-20 12:32:17
820,89,58366562-5,2020-01-14 22:17:48,2020-01-23 03:18:33
821,136,42354523-2,2020-01-15 17:24:57,2020-01-26 22:59:10
822,25,96951878-3,2020-01-20 04:42:32,2020-01-26 12:09:31
823,45,75981648-k,2020-01-22 13:04:51,2020-01-29 19:25:55
824,93,82833215-5,2020-01-29 22:15:48,2020-02-04 08:18:22
825,180,37742604-5,2020-02-04 20:31:58,2020-02-08 10:44:27
826,180,99223381-8,2020-02-08 22:56:05,2020-02-12 13:36:33
827,145,40644356-6,2020-02-09 02:49:03,2020-02-16 18:45:39
828,136,42354523-2,2020-02-20 23:19:11,2020-02-27 14:59:18
829,190,28273728-0,2020-02-23 06:12:39,2020-03-06 19:31:22
830,179,64269343-3,2020-02-23 23:41:55,2020-03-07 06:44:11
831,42,69020528-9,2020-03-09 13:13:42,2020-03-19 19:28:17
832,150,71612139-9,2020-03-10 09:14:52,2020-03-24 23:06:22
833,27,74361473-9,2020-03-13 06:40:59,2020-03-26 21:15:14
834,203,63688364-6,2020-03-15 06:21:35,2020-03-21 13:14:35
835,92,30224213-5,2020-03-15 15:18:14,2020-03-19 17:13:28
836,93,82833215-5,2020-03-26 06:18:35,2020-04-04 10:38:49
837,211,56499633-5,2020-03-27 14:23:04,2020-04-05 21:26:18
838,119,59105378-7,2020-03-29 14:20:08,2020-04-05 18:18:44
839,142,13592940-9,2020-03-30 11:40:44,2020-04-11 16:09:01
840,100,34996262-4,2020-03-31 15:08:47,2020-04-10 06:33:55
841,108,49718772-9,2020-04-01 09:08:39,2020-04-13 21:50:07
842,1,98683815-5,2020-04-04 09:03:33,2020-04-18 13:28:43
843,0,75295314-7,2020-04-09 12:02:33,2020-04-15 00:37:39
844,211,55326528-2,2020-04-12 11:23:39,2020-04-24 16:51:24
845,31,90471139-k,2020-04-18 20:34:41,2020-05-01 05:11:28
846,98,35661237-k,2020-04-21 17:54:58,2020-04-29 23:44:00
847,75,59495529-3,2020-04-24 23:49:47,2020-05-01 15:01:08
848,25,59537115-5,2020-04-25 20:39:28,2020-05-07 22:16:55
849,136,54982068-9,2020-05-02 01:56:28,2020-05-08 14:01:53
850,11,40538537-6,2020-05-04 17:20:31,2020-05-12 05:17:49
851,24,52581344-4,2020-05-08 04:21:09,2020-05-12 06:47:44
852,175,33890329-4,2020-05-19 15:31:44,2020-05-27 22:54:33
853,88,77366538-9,2020-05-24 00:38:01,2020-05-30 06:17:43
854,82,21630671-6,2020-05-24 05:47:46,2020-06-01 16:57:08
855,202,53325503-5,2020-06-03 00:37:25,2020-06-17 09:05:51
856,191,92253121-8,2020-06-05 15:13:40,2020-06-20 04:13:21
857,200,38830395-6,2020-06-05 19:01:31,2020-06-13 11:31:54
858,31,90471139-k,2020-06-20 06:16:40,2020-06-26 22:35:59
859,36,48979148-k,2020-06-26 04:30:06,2020-07-08 09:40:24
860,138,44604413-3,2020-07-05 17:55:34,2020-07-17 04:25:18
861,172,12348490-8,2020-07-08 07:29:03,2020-07-16 08:25:06
862,100,92394961-5,2020-07-10 12:44:33,2020-07-21 02:08:32
863,42,69020528-9,2020-07-10 14:51:27,2020-07-13 18:04:59
864,202,38628283-8,2020-07-15 08:25:53,2020-07-24 14:54:06
865,13,79459402-3,2020-07-21 17:41:52,2020-07-28 22:58:38
866,74,49798131-k,2020-07-26 18:17:59,2020-08-02 10:14:12
867,12,98544321-1,2020-08-02 02:00:27,2020-08-07 17:42:22
868,22,63974341-1,2020-08-10 16:43:20,2020-08-18 02:03:30
869,85,15451762-6,2020-08-19 10:57:02,2020-08-29 20:12:31
870,144,11439340-1,2020-08-20 09:17:13,2020-08-26 11:25:38
871,147,81602032-8,2020-08-26 02:20:07,2020-09-08 02:51:24
872,203,40978316-3,2020-08-27 15:42:57,2020-09-06 18:04:59
873,5,53609901-8,2020-09-01 00:24:55,2020-09-09 14:26:14
874,210,83386046-1,2020-09-04 10:06:12,2020-09-14 02:23:01
875,167,20209505-4,2020-09-05 12:13:39,2020-09-20 00:13:02
